dataset,L,h,p,N,num_periods,mean_d,opt_basestock_S,avg_cost_basestock,opt_constant_q,avg_cost_constant
logn_mlog1p5_s1p3_L2_c1_2_train.json,2,1,2,100,50,9.8786,14,756.87,4,727.83
logn_mlog2_s0p3_L2_c1_2_train.json,2,1,2,100,50,7.695,22,192.35,7,192.57
logn_mlog2_s0p5_L2_c1_2_train.json,2,1,2,100,50,8.3636,22,312.04,6,294.69
logn_mlog2_s0p7_L2_c1_2_train.json,2,1,2,100,50,9.4628,22,465.01,6,438.37
logn_mlog2_s1_L2_c1_2_train.json,2,1,2,100,50,12.0936,23,781.55,6,754.2
logn_mlog2_s1p3_L2_c1_2_train.json,2,1,2,100,50,16.6706,23,1282.28,6,1250.49
logn_mlog2p5_s0p3_L2_c1_2_train.json,2,1,2,100,50,12.7422,35,310.82,11,270.35
logn_mlog2p5_s0p5_L2_c1_2_train.json,2,1,2,100,50,13.8388,36,522.28,11,483.89
logn_mlog2p5_s0p7_L2_c1_2_train.json,2,1,2,100,50,15.5202,36,759.73,10,723.35
logn_mlog2p5_s1_L2_c1_2_train.json,2,1,2,100,50,19.104,37,1211.81,10,1166.78
logn_mlog2p5_s1p3_L2_c1_2_train.json,2,1,2,100,50,28.6968,40,2200.17,11,2127.73
logn_mlog3_s0p3_L2_c1_2_train.json,2,1,2,100,50,20.9134,58,508.61,18,457.51
logn_mlog3_s0p5_L2_c1_2_train.json,2,1,2,100,50,22.819,59,852.39,17,788.19
logn_mlog3_s0p7_L2_c1_2_train.json,2,1,2,100,50,25.546,58,1254.1,17,1183.05
logn_mlog3_s1_L2_c1_2_train.json,2,1,2,100,50,32.148,61,2059.36,17,1982.71
logn_mlog3_s1p3_L2_c1_2_train.json,2,1,2,100,50,47.1532,65,3608.98,18,3504.26
logn_mlog3p5_s0p3_L2_c1_2_train.json,2,1,2,100,50,34.4736,97,833.0,30,748.19
logn_mlog3p5_s0p5_L2_c1_2_train.json,2,1,2,100,50,37.7578,97,1428.87,29,1319.28
logn_mlog3p5_s0p7_L2_c1_2_train.json,2,1,2,100,50,42.4924,98,2080.62,29,1957.48
logn_mlog3p5_s1_L2_c1_2_train.json,2,1,2,100,50,56.8856,104,3727.41,29,3569.66
logn_mlog3p5_s1p3_L2_c1_2_train.json,2,1,2,100,50,80.0548,110,6193.26,29,6111.59
logn_mlog4_s0p3_L2_c1_2_train.json,2,1,2,100,50,57.0134,159,1376.76,49,1219.19
logn_mlog4_s0p5_L2_c1_2_train.json,2,1,2,100,50,62.4364,162,2318.2,48,2149.78
logn_mlog4_s0p7_L2_c1_2_train.json,2,1,2,100,50,69.5152,162,3381.43,48,3151.98
logn_mlog4_s1_L2_c1_2_train.json,2,1,2,100,50,89.0906,168,5740.61,46,5524.46
logn_mlog4_s1p3_L2_c1_2_train.json,2,1,2,100,50,130.346,177,10079.52,47,9891.6
negbin_r10_p0p1_L2_c1_2_train.json,2,1,2,100,50,90.6518,254,2413.0,77,2158.26
negbin_r10_p0p2_L2_c1_2_train.json,2,1,2,100,50,40.0492,112,1124.76,34,1035.89
negbin_r10_p0p3_L2_c1_2_train.json,2,1,2,100,50,23.3772,65,693.03,19,635.01
negbin_r10_p0p4_L2_c1_2_train.json,2,1,2,100,50,14.9174,40,478.52,12,427.44
negbin_r10_p0p6_L2_c1_2_train.json,2,1,2,100,50,6.6778,18,255.74,5,240.98
negbin_r10_p0p8_L2_c1_2_train.json,2,1,2,100,50,2.5262,6,132.22,2,137.91
negbin_r20_p0p1_L2_c1_2_train.json,2,1,2,100,50,180.5946,520,3567.6,162,3095.1
negbin_r20_p0p2_L2_c1_2_train.json,2,1,2,100,50,80.0244,228,1668.82,71,1481.08
negbin_r20_p0p3_L2_c1_2_train.json,2,1,2,100,50,46.5376,133,1024.05,41,905.17
negbin_r20_p0p4_L2_c1_2_train.json,2,1,2,100,50,29.8358,84,710.39,26,630.63
negbin_r20_p0p6_L2_c1_2_train.json,2,1,2,100,50,13.3486,38,382.61,11,342.78
negbin_r20_p0p8_L2_c1_2_train.json,2,1,2,100,50,5.0668,14,192.8,4,176.2
negbin_r2_p0p1_L2_c1_2_train.json,2,1,2,100,50,18.032,44,937.83,12,874.16
negbin_r2_p0p2_L2_c1_2_train.json,2,1,2,100,50,8.0354,19,439.35,5,416.33
negbin_r2_p0p3_L2_c1_2_train.json,2,1,2,100,50,4.6462,11,276.88,3,266.24
negbin_r2_p0p4_L2_c1_2_train.json,2,1,2,100,50,3.0022,7,190.06,2,183.18
negbin_r2_p0p6_L2_c1_2_train.json,2,1,2,100,50,1.3338,3,98.15,1,116.77
negbin_r2_p0p8_L2_c1_2_train.json,2,1,2,100,50,0.509,1,48.23,0,50.9
negbin_r40_p0p1_L2_c1_2_train.json,2,1,2,100,50,359.1692,1045,5397.61,331,4494.2
negbin_r40_p0p2_L2_c1_2_train.json,2,1,2,100,50,160.039,467,2492.35,147,2064.57
negbin_r40_p0p3_L2_c1_2_train.json,2,1,2,100,50,93.0018,271,1521.42,85,1264.39
negbin_r40_p0p4_L2_c1_2_train.json,2,1,2,100,50,59.761,173,1059.0,54,892.6
negbin_r40_p0p6_L2_c1_2_train.json,2,1,2,100,50,26.6206,76,563.72,24,484.08
negbin_r40_p0p8_L2_c1_2_train.json,2,1,2,100,50,10.016,28,288.34,8,269.68
negbin_r5_p0p1_L2_c1_2_train.json,2,1,2,100,50,44.7168,121,1604.06,35,1493.18
negbin_r5_p0p2_L2_c1_2_train.json,2,1,2,100,50,20.1404,53,760.74,16,702.25
negbin_r5_p0p3_L2_c1_2_train.json,2,1,2,100,50,11.6038,30,469.9,9,445.67
negbin_r5_p0p4_L2_c1_2_train.json,2,1,2,100,50,7.5684,20,319.23,6,299.7
negbin_r5_p0p6_L2_c1_2_train.json,2,1,2,100,50,3.348,8,170.5,2,168.07
negbin_r5_p0p8_L2_c1_2_train.json,2,1,2,100,50,1.256,3,87.28,1,106.52
normal_mu100_sd15_L2_c1_2_train.json,2,1,2,100,50,100.265,293,1424.32,93,1175.76
normal_mu100_sd20_L2_c1_2_train.json,2,1,2,100,50,99.9316,291,1771.44,91,1508.83
normal_mu100_sd25_L2_c1_2_train.json,2,1,2,100,50,100.1474,289,2159.59,89,1942.31
normal_mu150_sd15_L2_c1_2_train.json,2,1,2,100,50,149.9284,443,1538.22,143,1127.8
normal_mu150_sd22_L2_c1_2_train.json,2,1,2,100,50,150.029,442,2032.38,140,1621.71
normal_mu150_sd30_L2_c1_2_train.json,2,1,2,100,50,150.3686,439,2674.19,136,2369.92
normal_mu150_sd38_L2_c1_2_train.json,2,1,2,100,50,149.8858,434,3194.09,131,2979.01
normal_mu150_sd45_L2_c1_2_train.json,2,1,2,100,50,150.9988,436,3733.84,131,3332.69
normal_mu200_sd20_L2_c1_2_train.json,2,1,2,100,50,200.226,592,2054.52,191,1528.05
normal_mu200_sd30_L2_c1_2_train.json,2,1,2,100,50,199.7346,586,2801.1,187,2173.3
normal_mu200_sd40_L2_c1_2_train.json,2,1,2,100,50,200.6378,586,3541.81,182,3051.21
normal_mu200_sd50_L2_c1_2_train.json,2,1,2,100,50,199.7838,581,4241.58,176,3857.13
normal_mu200_sd60_L2_c1_2_train.json,2,1,2,100,50,200.7308,577,4976.95,172,4596.71
normal_mu20_sd2_L2_c1_2_train.json,2,1,2,100,50,19.97,59,204.23,19,150.77
normal_mu20_sd3_L2_c1_2_train.json,2,1,2,100,50,20.001,59,283.48,19,240.55
normal_mu20_sd4_L2_c1_2_train.json,2,1,2,100,50,19.9198,58,351.35,18,297.67
normal_mu20_sd5_L2_c1_2_train.json,2,1,2,100,50,20.0024,58,430.95,18,383.03
normal_mu20_sd6_L2_c1_2_train.json,2,1,2,100,50,19.9718,57,503.85,17,450.54
normal_mu300_sd30_L2_c1_2_train.json,2,1,2,100,50,300.5992,887,3148.49,288,2266.88
normal_mu300_sd45_L2_c1_2_train.json,2,1,2,100,50,300.4788,883,4197.47,280,3359.45
normal_mu300_sd60_L2_c1_2_train.json,2,1,2,100,50,300.8212,879,5185.12,276,4423.68
normal_mu300_sd75_L2_c1_2_train.json,2,1,2,100,50,297.2156,856,6370.53,263,5617.73
normal_mu300_sd90_L2_c1_2_train.json,2,1,2,100,50,300.484,859,7488.86,260,6696.66
normal_mu50_sd10_L2_c1_2_train.json,2,1,2,100,50,49.964,146,892.71,45,775.09
normal_mu50_sd12_L2_c1_2_train.json,2,1,2,100,50,49.7356,144,1022.03,45,901.94
normal_mu50_sd15_L2_c1_2_train.json,2,1,2,100,50,49.9808,144,1246.31,43,1144.56
normal_mu50_sd5_L2_c1_2_train.json,2,1,2,100,50,50.1046,148,524.19,48,402.23
normal_mu50_sd8_L2_c1_2_train.json,2,1,2,100,50,50.0906,147,736.65,47,594.55
normal_mu80_sd12_L2_c1_2_train.json,2,1,2,100,50,80.0208,235,1118.92,74,921.79
normal_mu80_sd16_L2_c1_2_train.json,2,1,2,100,50,80.0896,232,1428.49,73,1206.14
normal_mu80_sd20_L2_c1_2_train.json,2,1,2,100,50,80.169,232,1731.77,71,1520.98
normal_mu80_sd24_L2_c1_2_train.json,2,1,2,100,50,79.8668,229,2013.18,69,1798.71
normal_mu80_sd8_L2_c1_2_train.json,2,1,2,100,50,79.9696,237,836.96,76,634.53
pareto_a1p3_xm100_L2_c1_2_train.json,2,1,2,100,50,409.575,928,34119.28,164,27114.44
pareto_a1p3_xm10_L2_c1_2_train.json,2,1,2,100,50,44.3772,54,3113.51,16,3051.33
pareto_a1p3_xm1_L2_c1_2_train.json,2,1,2,100,50,4.0894,5,285.86,2,304.93
pareto_a1p3_xm20_L2_c1_2_train.json,2,1,2,100,50,83.7236,105,5755.25,32,5620.18
pareto_a1p3_xm50_L2_c1_2_train.json,2,1,2,100,50,179.0492,264,11328.62,81,10964.47
pareto_a1p3_xm5_L2_c1_2_train.json,2,1,2,100,50,329.9082,689,63113.1,8,32300.51
pareto_a1p5_xm100_L2_c1_2_train.json,2,1,2,100,50,283.3212,549,15814.73,155,14980.95
pareto_a1p5_xm10_L2_c1_2_train.json,2,1,2,100,50,29.6064,49,1699.95,15,1639.57
pareto_a1p5_xm1_L2_c1_2_train.json,2,1,2,100,50,2.876,5,171.61,1,187.6
pareto_a1p5_xm20_L2_c1_2_train.json,2,1,2,100,50,55.211,98,3002.48,30,2868.56
pareto_a1p5_xm50_L2_c1_2_train.json,2,1,2,100,50,152.6648,245,8982.03,77,8663.67
pareto_a1p5_xm5_L2_c1_2_train.json,2,1,2,100,50,14.388,25,810.42,8,784.88
pareto_a2_xm100_L2_c1_2_train.json,2,1,2,100,50,196.8228,430,7947.51,135,7472.14
pareto_a2_xm10_L2_c1_2_train.json,2,1,2,100,50,19.7524,43,797.36,14,749.67
pareto_a2_xm1_L2_c1_2_train.json,2,1,2,100,50,1.9644,4,91.75,1,96.44
pareto_a2_xm20_L2_c1_2_train.json,2,1,2,100,50,40.0564,85,1661.54,27,1552.02
pareto_a2_xm50_L2_c1_2_train.json,2,1,2,100,50,100.127,213,4163.46,68,3905.46
pareto_a2_xm5_L2_c1_2_train.json,2,1,2,100,50,9.6612,21,381.93,7,357.67
pareto_a3_xm100_L2_c1_2_train.json,2,1,2,100,50,150.3344,385,4002.25,123,3535.71
pareto_a3_xm10_L2_c1_2_train.json,2,1,2,100,50,14.882,38,388.87,12,349.94
pareto_a3_xm1_L2_c1_2_train.json,2,1,2,100,50,1.442,3,47.2,1,44.2
pareto_a3_xm20_L2_c1_2_train.json,2,1,2,100,50,30.1042,76,810.99,24,731.09
pareto_a3_xm50_L2_c1_2_train.json,2,1,2,100,50,75.688,191,2067.26,61,1873.77
pareto_a3_xm5_L2_c1_2_train.json,2,1,2,100,50,7.4596,19,201.08,6,176.88
pareto_a4_xm100_L2_c1_2_train.json,2,1,2,100,50,133.1804,358,2676.77,116,2286.42
pareto_a4_xm10_L2_c1_2_train.json,2,1,2,100,50,13.32,36,268.29,12,245.44
pareto_a4_xm1_L2_c1_2_train.json,2,1,2,100,50,1.2298,3,25.98,1,22.98
pareto_a4_xm20_L2_c1_2_train.json,2,1,2,100,50,26.6556,72,530.87,23,456.73
pareto_a4_xm50_L2_c1_2_train.json,2,1,2,100,50,66.122,179,1296.59,58,1101.29
pareto_a4_xm5_L2_c1_2_train.json,2,1,2,100,50,6.6404,18,138.08,6,129.35
pareto_a6_xm100_L2_c1_2_train.json,2,1,2,100,50,119.8852,337,1652.33,110,1307.33
pareto_a6_xm10_L2_c1_2_train.json,2,1,2,100,50,12.0034,34,173.09,11,137.69
pareto_a6_xm1_L2_c1_2_train.json,2,1,2,100,50,1.0936,3,12.36,1,9.36
pareto_a6_xm20_L2_c1_2_train.json,2,1,2,100,50,23.9356,67,329.44,22,257.86
pareto_a6_xm50_L2_c1_2_train.json,2,1,2,100,50,59.7714,169,821.02,55,643.1
pareto_a6_xm5_L2_c1_2_train.json,2,1,2,100,50,5.9526,17,90.57,5,95.26
tri_a0_c100_b120_L2_c1_2_train.json,2,1,2,100,50,73.8018,216,2208.25,62,2069.39
tri_a0_c100_b250_L2_c1_2_train.json,2,1,2,100,50,116.6018,319,4130.84,93,3859.28
tri_a0_c100_b500_L2_c1_2_train.json,2,1,2,100,50,197.697,524,8411.58,149,7795.62
tri_a0_c100_b800_L2_c1_2_train.json,2,1,2,100,50,302.5126,786,13881.49,224,12978.62
tri_a0_c200_b250_L2_c1_2_train.json,2,1,2,100,50,149.8346,432,4548.78,125,4300.19
tri_a0_c200_b500_L2_c1_2_train.json,2,1,2,100,50,236.3098,663,8347.47,190,7655.39
tri_a0_c200_b800_L2_c1_2_train.json,2,1,2,100,50,331.985,897,13377.41,254,12421.74
tri_a0_c20_b120_L2_c1_2_train.json,2,1,2,100,50,46.1832,120,2054.16,34,1944.64
tri_a0_c20_b250_L2_c1_2_train.json,2,1,2,100,50,90.459,235,4375.42,64,4126.1
tri_a0_c20_b500_L2_c1_2_train.json,2,1,2,100,50,169.7836,424,8678.8,119,8151.89
tri_a0_c20_b60_L2_c1_2_train.json,2,1,2,100,50,26.5926,73,983.09,21,891.7
tri_a0_c20_b800_L2_c1_2_train.json,2,1,2,100,50,270.333,668,14294.34,182,13570.28
tri_a0_c50_b120_L2_c1_2_train.json,2,1,2,100,50,56.6118,159,1996.1,45,1861.11
tri_a0_c50_b250_L2_c1_2_train.json,2,1,2,100,50,99.7482,264,4208.15,76,3841.06
tri_a0_c50_b500_L2_c1_2_train.json,2,1,2,100,50,183.062,467,8742.83,133,8154.03
tri_a0_c50_b60_L2_c1_2_train.json,2,1,2,100,50,36.432,106,1117.71,30,1064.86
tri_a0_c50_b800_L2_c1_2_train.json,2,1,2,100,50,289.7386,734,14372.14,209,13515.82
tri_a10_c100_b120_L2_c1_2_train.json,2,1,2,100,50,76.7314,222,2070.37,66,1930.08
tri_a10_c100_b250_L2_c1_2_train.json,2,1,2,100,50,119.1252,330,4105.52,96,3775.0
tri_a10_c100_b500_L2_c1_2_train.json,2,1,2,100,50,200.3138,526,8298.39,150,7861.69
tri_a10_c100_b800_L2_c1_2_train.json,2,1,2,100,50,304.3544,795,13872.9,221,13112.73
tri_a10_c200_b250_L2_c1_2_train.json,2,1,2,100,50,153.0756,446,4461.46,130,4139.9
tri_a10_c200_b500_L2_c1_2_train.json,2,1,2,100,50,237.1352,653,8036.74,190,7457.63
tri_a10_c200_b800_L2_c1_2_train.json,2,1,2,100,50,333.9058,891,13219.09,256,12344.05
tri_a10_c20_b120_L2_c1_2_train.json,2,1,2,100,50,50.4122,133,2001.07,38,1863.13
tri_a10_c20_b250_L2_c1_2_train.json,2,1,2,100,50,93.5552,241,4368.63,68,4007.2
tri_a10_c20_b500_L2_c1_2_train.json,2,1,2,100,50,172.8804,436,8555.54,122,8150.05
tri_a10_c20_b60_L2_c1_2_train.json,2,1,2,100,50,30.1124,83,878.06,25,809.1
tri_a10_c20_b800_L2_c1_2_train.json,2,1,2,100,50,280.5052,717,14349.17,197,13554.35
tri_a10_c50_b120_L2_c1_2_train.json,2,1,2,100,50,60.2238,169,1856.22,50,1679.04
tri_a10_c50_b250_L2_c1_2_train.json,2,1,2,100,50,103.572,278,4101.12,79,3834.35
tri_a10_c50_b500_L2_c1_2_train.json,2,1,2,100,50,185.777,482,8625.16,136,8004.8
tri_a10_c50_b60_L2_c1_2_train.json,2,1,2,100,50,40.0636,118,941.68,35,842.03
tri_a10_c50_b800_L2_c1_2_train.json,2,1,2,100,50,290.0238,740,13907.72,206,13282.92
tri_a5_c100_b120_L2_c1_2_train.json,2,1,2,100,50,75.0338,219,2140.53,64,2026.95
tri_a5_c100_b250_L2_c1_2_train.json,2,1,2,100,50,118.354,329,4042.43,96,3720.4
tri_a5_c100_b500_L2_c1_2_train.json,2,1,2,100,50,200.4858,529,8360.36,153,7620.89
tri_a5_c100_b800_L2_c1_2_train.json,2,1,2,100,50,299.585,775,13764.63,222,12547.99
tri_a5_c200_b250_L2_c1_2_train.json,2,1,2,100,50,151.0466,439,4605.27,127,4254.43
tri_a5_c200_b500_L2_c1_2_train.json,2,1,2,100,50,234.1772,652,8158.34,191,7375.6
tri_a5_c200_b800_L2_c1_2_train.json,2,1,2,100,50,334.9562,901,13268.7,257,12454.66
tri_a5_c20_b120_L2_c1_2_train.json,2,1,2,100,50,48.725,128,2032.93,37,1889.84
tri_a5_c20_b250_L2_c1_2_train.json,2,1,2,100,50,91.7692,235,4400.33,66,4156.56
tri_a5_c20_b500_L2_c1_2_train.json,2,1,2,100,50,171.8566,432,8811.74,117,8455.92
tri_a5_c20_b60_L2_c1_2_train.json,2,1,2,100,50,28.0848,77,936.45,23,857.26
tri_a5_c20_b800_L2_c1_2_train.json,2,1,2,100,50,273.0826,681,14510.98,186,13723.12
tri_a5_c50_b120_L2_c1_2_train.json,2,1,2,100,50,58.617,163,1940.32,48,1764.65
tri_a5_c50_b250_L2_c1_2_train.json,2,1,2,100,50,101.629,273,4149.35,79,3780.23
tri_a5_c50_b500_L2_c1_2_train.json,2,1,2,100,50,185.5076,478,8680.61,134,8148.54
tri_a5_c50_b60_L2_c1_2_train.json,2,1,2,100,50,38.29,112,1035.99,33,954.36
tri_a5_c50_b800_L2_c1_2_train.json,2,1,2,100,50,283.0092,711,14236.32,199,13169.13
weib_k0p8_lam100_L2_c1_2_train.json,2,1,2,100,50,115.5472,206,8425.53,54,8124.06
weib_k0p8_lam10_L2_c1_2_train.json,2,1,2,100,50,11.0092,19,808.21,5,794.85
weib_k0p8_lam200_L2_c1_2_train.json,2,1,2,100,50,224.655,386,16459.19,103,16014.96
weib_k0p8_lam30_L2_c1_2_train.json,2,1,2,100,50,35.0908,62,2545.96,17,2450.37
weib_k0p8_lam500_L2_c1_2_train.json,2,1,2,100,50,551.27,1353,42029.98,264,38938.65
weib_k0p8_lam60_L2_c1_2_train.json,2,1,2,100,50,67.6016,116,4978.86,31,4821.51
weib_k1p2_lam100_L2_c1_2_train.json,2,1,2,100,50,95.1628,224,5371.19,61,5183.13
weib_k1p2_lam10_L2_c1_2_train.json,2,1,2,100,50,9.2972,21,537.15,6,514.38
weib_k1p2_lam200_L2_c1_2_train.json,2,1,2,100,50,185.5576,426,10621.88,118,10069.65
weib_k1p2_lam30_L2_c1_2_train.json,2,1,2,100,50,28.2594,65,1637.17,18,1529.95
weib_k1p2_lam500_L2_c1_2_train.json,2,1,2,100,50,475.0836,1125,27768.91,298,25935.2
weib_k1p2_lam60_L2_c1_2_train.json,2,1,2,100,50,56.3428,129,3262.25,36,3090.98
weib_k1p8_lam100_L2_c1_2_train.json,2,1,2,100,50,87.9182,232,3811.88,66,3510.96
weib_k1p8_lam10_L2_c1_2_train.json,2,1,2,100,50,8.9754,24,387.02,7,371.82
weib_k1p8_lam200_L2_c1_2_train.json,2,1,2,100,50,179.0712,461,7957.12,130,7578.37
weib_k1p8_lam30_L2_c1_2_train.json,2,1,2,100,50,26.5822,71,1140.85,20,1050.83
weib_k1p8_lam500_L2_c1_2_train.json,2,1,2,100,50,448.6766,1165,19271.27,333,18272.89
weib_k1p8_lam60_L2_c1_2_train.json,2,1,2,100,50,53.466,140,2321.15,40,2156.41
weib_k2p5_lam100_L2_c1_2_train.json,2,1,2,100,50,89.0108,247,3062.57,72,2883.24
weib_k2p5_lam10_L2_c1_2_train.json,2,1,2,100,50,8.9566,25,309.51,7,286.86
weib_k2p5_lam200_L2_c1_2_train.json,2,1,2,100,50,178.3626,499,6133.19,145,5617.68
weib_k2p5_lam30_L2_c1_2_train.json,2,1,2,100,50,26.4976,73,919.42,21,854.44
weib_k2p5_lam500_L2_c1_2_train.json,2,1,2,100,50,446.6548,1229,15341.6,357,14499.17
weib_k2p5_lam60_L2_c1_2_train.json,2,1,2,100,50,53.0652,146,1836.26,43,1689.46
weib_k3p5_lam100_L2_c1_2_train.json,2,1,2,100,50,89.8044,257,2408.73,77,2215.91
weib_k3p5_lam10_L2_c1_2_train.json,2,1,2,100,50,9.0502,26,239.09,8,221.91
weib_k3p5_lam200_L2_c1_2_train.json,2,1,2,100,50,179.4244,512,4814.45,154,4303.64
weib_k3p5_lam30_L2_c1_2_train.json,2,1,2,100,50,27.134,78,715.25,23,652.6
weib_k3p5_lam500_L2_c1_2_train.json,2,1,2,100,50,451.8156,1297,12119.09,383,11173.48
weib_k3p5_lam60_L2_c1_2_train.json,2,1,2,100,50,54.1016,154,1425.75,46,1287.73
weib_k5_lam100_L2_c1_2_train.json,2,1,2,100,50,90.7574,264,1842.66,81,1651.75
weib_k5_lam10_L2_c1_2_train.json,2,1,2,100,50,9.203,27,187.21,8,169.93
weib_k5_lam200_L2_c1_2_train.json,2,1,2,100,50,183.7264,536,3674.05,164,3257.66
weib_k5_lam30_L2_c1_2_train.json,2,1,2,100,50,27.4928,81,543.14,25,483.74
weib_k5_lam500_L2_c1_2_train.json,2,1,2,100,50,459.5974,1341,9295.19,409,8312.8
weib_k5_lam60_L2_c1_2_train.json,2,1,2,100,50,55.229,161,1119.77,49,990.91
zinb_pi0p1_r10_p0p1_L2_c1_2_train.json,2,1,2,100,50,81.7232,234,3089.55,64,3062.55
zinb_pi0p1_r10_p0p2_L2_c1_2_train.json,2,1,2,100,50,35.8346,102,1465.95,27,1427.65
zinb_pi0p1_r10_p0p3_L2_c1_2_train.json,2,1,2,100,50,20.8516,59,849.99,16,843.65
zinb_pi0p1_r10_p0p4_L2_c1_2_train.json,2,1,2,100,50,13.4052,37,581.32,10,571.94
zinb_pi0p1_r10_p0p6_L2_c1_2_train.json,2,1,2,100,50,6.0642,16,286.03,4,281.19
zinb_pi0p1_r10_p0p8_L2_c1_2_train.json,2,1,2,100,50,2.2702,5,137.29,1,145.14
zinb_pi0p1_r20_p0p1_L2_c1_2_train.json,2,1,2,100,50,162.6806,493,5251.64,131,5395.81
zinb_pi0p1_r20_p0p2_L2_c1_2_train.json,2,1,2,100,50,72.7754,216,2417.74,60,2418.35
zinb_pi0p1_r20_p0p3_L2_c1_2_train.json,2,1,2,100,50,41.8436,124,1461.34,34,1466.98
zinb_pi0p1_r20_p0p4_L2_c1_2_train.json,2,1,2,100,50,27.2142,80,961.24,22,951.62
zinb_pi0p1_r20_p0p6_L2_c1_2_train.json,2,1,2,100,50,12.0772,34,487.6,9,473.39
zinb_pi0p1_r20_p0p8_L2_c1_2_train.json,2,1,2,100,50,4.5266,12,216.52,3,208.66
zinb_pi0p1_r2_p0p1_L2_c1_2_train.json,2,1,2,100,50,16.548,38,1002.41,10,935.9
zinb_pi0p1_r2_p0p2_L2_c1_2_train.json,2,1,2,100,50,7.293,17,454.08,4,436.55
zinb_pi0p1_r2_p0p3_L2_c1_2_train.json,2,1,2,100,50,4.1934,9,282.77,2,278.68
zinb_pi0p1_r2_p0p4_L2_c1_2_train.json,2,1,2,100,50,2.7656,6,189.91,1,199.64
zinb_pi0p1_r2_p0p6_L2_c1_2_train.json,2,1,2,100,50,1.1868,2,93.68,0,118.68
zinb_pi0p1_r2_p0p8_L2_c1_2_train.json,2,1,2,100,50,0.4382,0,43.82,0,43.82
zinb_pi0p1_r40_p0p1_L2_c1_2_train.json,2,1,2,100,50,323.101,1003,9491.25,270,10244.29
zinb_pi0p1_r40_p0p2_L2_c1_2_train.json,2,1,2,100,50,144.0996,445,4198.47,120,4542.31
zinb_pi0p1_r40_p0p3_L2_c1_2_train.json,2,1,2,100,50,83.2912,256,2574.85,69,2736.32
zinb_pi0p1_r40_p0p4_L2_c1_2_train.json,2,1,2,100,50,53.9102,164,1707.15,44,1743.39
zinb_pi0p1_r40_p0p6_L2_c1_2_train.json,2,1,2,100,50,24.0908,72,813.16,19,843.35
zinb_pi0p1_r40_p0p8_L2_c1_2_train.json,2,1,2,100,50,8.9184,25,363.5,7,357.15
zinb_pi0p1_r5_p0p1_L2_c1_2_train.json,2,1,2,100,50,40.4528,110,1866.12,29,1750.85
zinb_pi0p1_r5_p0p2_L2_c1_2_train.json,2,1,2,100,50,18.0008,48,860.18,13,811.55
zinb_pi0p1_r5_p0p3_L2_c1_2_train.json,2,1,2,100,50,10.5668,27,528.22,8,491.95
zinb_pi0p1_r5_p0p4_L2_c1_2_train.json,2,1,2,100,50,6.754,17,353.53,4,351.64
zinb_pi0p1_r5_p0p6_L2_c1_2_train.json,2,1,2,100,50,3.0416,7,179.42,2,169.79
zinb_pi0p1_r5_p0p8_L2_c1_2_train.json,2,1,2,100,50,1.0888,2,83.32,0,108.88
zinb_pi0p3_r10_p0p1_L2_c1_2_train.json,2,1,2,100,50,63.4546,169,3889.27,41,3858.75
zinb_pi0p3_r10_p0p2_L2_c1_2_train.json,2,1,2,100,50,28.3768,74,1694.36,19,1681.15
zinb_pi0p3_r10_p0p3_L2_c1_2_train.json,2,1,2,100,50,16.4238,43,1018.88,10,1005.43
zinb_pi0p3_r10_p0p4_L2_c1_2_train.json,2,1,2,100,50,10.5694,27,664.83,7,653.37
zinb_pi0p3_r10_p0p6_L2_c1_2_train.json,2,1,2,100,50,4.5832,11,312.99,3,308.56
zinb_pi0p3_r10_p0p8_L2_c1_2_train.json,2,1,2,100,50,1.7766,4,133.96,1,128.59
zinb_pi0p3_r20_p0p1_L2_c1_2_train.json,2,1,2,100,50,124.0308,336,7417.87,83,7405.03
zinb_pi0p3_r20_p0p2_L2_c1_2_train.json,2,1,2,100,50,54.877,147,3230.83,36,3274.42
zinb_pi0p3_r20_p0p3_L2_c1_2_train.json,2,1,2,100,50,32.3958,87,1913.3,22,1895.68
zinb_pi0p3_r20_p0p4_L2_c1_2_train.json,2,1,2,100,50,21.3684,58,1230.92,14,1235.39
zinb_pi0p3_r20_p0p6_L2_c1_2_train.json,2,1,2,100,50,9.2912,24,575.21,6,564.89
zinb_pi0p3_r20_p0p8_L2_c1_2_train.json,2,1,2,100,50,3.4656,9,231.86,2,223.73
zinb_pi0p3_r2_p0p1_L2_c1_2_train.json,2,1,2,100,50,12.243,25,926.05,6,902.94
zinb_pi0p3_r2_p0p2_L2_c1_2_train.json,2,1,2,100,50,5.6668,11,444.04,3,438.86
zinb_pi0p3_r2_p0p3_L2_c1_2_train.json,2,1,2,100,50,3.2052,6,258.54,1,259.0
zinb_pi0p3_r2_p0p4_L2_c1_2_train.json,2,1,2,100,50,2.094,4,171.01,1,167.27
zinb_pi0p3_r2_p0p6_L2_c1_2_train.json,2,1,2,100,50,0.9654,1,86.02,0,96.54
zinb_pi0p3_r2_p0p8_L2_c1_2_train.json,2,1,2,100,50,0.343,0,34.3,0,34.3
zinb_pi0p3_r40_p0p1_L2_c1_2_train.json,2,1,2,100,50,247.7004,688,13968.33,169,14239.0
zinb_pi0p3_r40_p0p2_L2_c1_2_train.json,2,1,2,100,50,113.4944,314,6236.1,79,6285.83
