dataset,L,h,p,N,num_periods,mean_d,opt_basestock_S,avg_cost_basestock,opt_constant_q,avg_cost_constant
logn_mlog1p5_s1p3_L4_c1_2_train.json,4,1,2,100,50,9.8786,19,789.94,4,727.83
logn_mlog2_s0p3_L4_c1_2_train.json,4,1,2,100,50,7.695,34,245.61,7,192.57
logn_mlog2_s0p5_L4_c1_2_train.json,4,1,2,100,50,8.3636,33,362.18,6,294.69
logn_mlog2_s0p7_L4_c1_2_train.json,4,1,2,100,50,9.4628,33,512.76,6,438.37
logn_mlog2_s1_L4_c1_2_train.json,4,1,2,100,50,12.0936,32,832.62,6,754.2
logn_mlog2_s1p3_L4_c1_2_train.json,4,1,2,100,50,16.6706,32,1332.96,6,1250.49
logn_mlog2p5_s0p3_L4_c1_2_train.json,4,1,2,100,50,12.7422,56,397.49,11,270.35
logn_mlog2p5_s0p5_L4_c1_2_train.json,4,1,2,100,50,13.8388,55,609.01,11,483.89
logn_mlog2p5_s0p7_L4_c1_2_train.json,4,1,2,100,50,15.5202,53,844.7,10,723.35
logn_mlog2p5_s1_L4_c1_2_train.json,4,1,2,100,50,19.104,52,1304.13,10,1166.78
logn_mlog2p5_s1p3_L4_c1_2_train.json,4,1,2,100,50,28.6968,56,2292.15,11,2127.73
logn_mlog3_s0p3_L4_c1_2_train.json,4,1,2,100,50,20.9134,92,653.62,18,457.51
logn_mlog3_s0p5_L4_c1_2_train.json,4,1,2,100,50,22.819,90,997.03,17,788.19
logn_mlog3_s0p7_L4_c1_2_train.json,4,1,2,100,50,25.546,88,1390.23,17,1183.05
logn_mlog3_s1_L4_c1_2_train.json,4,1,2,100,50,32.148,86,2201.22,17,1982.71
logn_mlog3_s1p3_L4_c1_2_train.json,4,1,2,100,50,47.1532,87,3766.68,18,3504.26
logn_mlog3p5_s0p3_L4_c1_2_train.json,4,1,2,100,50,34.4736,152,1073.82,30,748.19
logn_mlog3p5_s0p5_L4_c1_2_train.json,4,1,2,100,50,37.7578,148,1672.53,29,1319.28
logn_mlog3p5_s0p7_L4_c1_2_train.json,4,1,2,100,50,42.4924,145,2324.57,29,1957.48
logn_mlog3p5_s1_L4_c1_2_train.json,4,1,2,100,50,56.8856,147,3966.76,29,3569.66
logn_mlog3p5_s1p3_L4_c1_2_train.json,4,1,2,100,50,80.0548,146,6484.52,29,6111.59
logn_mlog4_s0p3_L4_c1_2_train.json,4,1,2,100,50,57.0134,252,1746.07,49,1219.19
logn_mlog4_s0p5_L4_c1_2_train.json,4,1,2,100,50,62.4364,245,2747.69,48,2149.78
logn_mlog4_s0p7_L4_c1_2_train.json,4,1,2,100,50,69.5152,239,3782.13,48,3151.98
logn_mlog4_s1_L4_c1_2_train.json,4,1,2,100,50,89.0906,234,6120.59,46,5524.46
logn_mlog4_s1p3_L4_c1_2_train.json,4,1,2,100,50,130.346,351,10926.42,47,9891.6
negbin_r10_p0p1_L4_c1_2_train.json,4,1,2,100,50,90.6518,395,3031.3,77,2158.26
negbin_r10_p0p2_L4_c1_2_train.json,4,1,2,100,50,40.0492,174,1412.53,34,1035.89
negbin_r10_p0p3_L4_c1_2_train.json,4,1,2,100,50,23.3772,100,854.45,19,635.01
negbin_r10_p0p4_L4_c1_2_train.json,4,1,2,100,50,14.9174,63,578.72,12,427.44
negbin_r10_p0p6_L4_c1_2_train.json,4,1,2,100,50,6.6778,27,305.41,5,240.98
negbin_r10_p0p8_L4_c1_2_train.json,4,1,2,100,50,2.5262,9,147.81,2,137.91
negbin_r20_p0p1_L4_c1_2_train.json,4,1,2,100,50,180.5946,825,4877.21,162,3095.1
negbin_r20_p0p2_L4_c1_2_train.json,4,1,2,100,50,80.0244,363,2273.27,71,1481.08
negbin_r20_p0p3_L4_c1_2_train.json,4,1,2,100,50,46.5376,209,1349.34,41,905.17
negbin_r20_p0p4_L4_c1_2_train.json,4,1,2,100,50,29.8358,133,912.64,26,630.63
negbin_r20_p0p6_L4_c1_2_train.json,4,1,2,100,50,13.3486,58,473.85,11,342.78
negbin_r20_p0p8_L4_c1_2_train.json,4,1,2,100,50,5.0668,21,229.17,4,176.2
negbin_r2_p0p1_L4_c1_2_train.json,4,1,2,100,50,18.032,63,1042.42,12,874.16
negbin_r2_p0p2_L4_c1_2_train.json,4,1,2,100,50,8.0354,28,485.23,5,416.33
negbin_r2_p0p3_L4_c1_2_train.json,4,1,2,100,50,4.6462,15,301.73,3,266.24
negbin_r2_p0p4_L4_c1_2_train.json,4,1,2,100,50,3.0022,9,206.95,2,183.18
negbin_r2_p0p6_L4_c1_2_train.json,4,1,2,100,50,1.3338,3,105.58,1,116.77
negbin_r2_p0p8_L4_c1_2_train.json,4,1,2,100,50,0.509,1,49.03,0,50.9
negbin_r40_p0p1_L4_c1_2_train.json,4,1,2,100,50,359.1692,1681,7962.67,331,4494.2
negbin_r40_p0p2_L4_c1_2_train.json,4,1,2,100,50,160.039,749,3662.27,147,2064.57
negbin_r40_p0p3_L4_c1_2_train.json,4,1,2,100,50,93.0018,431,2184.25,85,1264.39
negbin_r40_p0p4_L4_c1_2_train.json,4,1,2,100,50,59.761,276,1471.08,54,892.6
negbin_r40_p0p6_L4_c1_2_train.json,4,1,2,100,50,26.6206,121,756.26,24,484.08
negbin_r40_p0p8_L4_c1_2_train.json,4,1,2,100,50,10.016,43,356.81,8,269.68
negbin_r5_p0p1_L4_c1_2_train.json,4,1,2,100,50,44.7168,181,1892.29,35,1493.18
negbin_r5_p0p2_L4_c1_2_train.json,4,1,2,100,50,20.1404,81,888.24,16,702.25
negbin_r5_p0p3_L4_c1_2_train.json,4,1,2,100,50,11.6038,45,547.65,9,445.67
negbin_r5_p0p4_L4_c1_2_train.json,4,1,2,100,50,7.5684,29,376.6,6,299.7
negbin_r5_p0p6_L4_c1_2_train.json,4,1,2,100,50,3.348,12,193.56,2,168.07
negbin_r5_p0p8_L4_c1_2_train.json,4,1,2,100,50,1.256,4,96.49,1,106.52
normal_mu100_sd15_L4_c1_2_train.json,4,1,2,100,50,100.265,473,2148.12,93,1175.76
normal_mu100_sd20_L4_c1_2_train.json,4,1,2,100,50,99.9316,466,2514.55,91,1508.83
normal_mu100_sd25_L4_c1_2_train.json,4,1,2,100,50,100.1474,455,2940.24,89,1942.31
normal_mu150_sd15_L4_c1_2_train.json,4,1,2,100,50,149.9284,723,2609.4,143,1127.8
normal_mu150_sd22_L4_c1_2_train.json,4,1,2,100,50,150.029,710,3127.01,140,1621.71
normal_mu150_sd30_L4_c1_2_train.json,4,1,2,100,50,150.3686,696,3798.52,136,2369.92
normal_mu150_sd38_L4_c1_2_train.json,4,1,2,100,50,149.8858,680,4332.76,131,2979.01
normal_mu150_sd45_L4_c1_2_train.json,4,1,2,100,50,150.9988,677,4905.93,131,3332.69
normal_mu200_sd20_L4_c1_2_train.json,4,1,2,100,50,200.226,966,3489.14,191,1528.05
normal_mu200_sd30_L4_c1_2_train.json,4,1,2,100,50,199.7346,947,4233.12,187,2173.3
normal_mu200_sd40_L4_c1_2_train.json,4,1,2,100,50,200.6378,933,5068.35,182,3051.21
normal_mu200_sd50_L4_c1_2_train.json,4,1,2,100,50,199.7838,914,5751.81,176,3857.13
normal_mu200_sd60_L4_c1_2_train.json,4,1,2,100,50,200.7308,896,6589.53,172,4596.71
normal_mu20_sd2_L4_c1_2_train.json,4,1,2,100,50,19.97,96,348.03,19,150.77
normal_mu20_sd3_L4_c1_2_train.json,4,1,2,100,50,20.001,94,430.36,19,240.55
normal_mu20_sd4_L4_c1_2_train.json,4,1,2,100,50,19.9198,93,495.99,18,297.67
normal_mu20_sd5_L4_c1_2_train.json,4,1,2,100,50,20.0024,91,581.95,18,383.03
normal_mu20_sd6_L4_c1_2_train.json,4,1,2,100,50,19.9718,89,657.87,17,450.54
normal_mu300_sd30_L4_c1_2_train.json,4,1,2,100,50,300.5992,1451,5318.84,288,2266.88
normal_mu300_sd45_L4_c1_2_train.json,4,1,2,100,50,300.4788,1419,6364.9,280,3359.45
normal_mu300_sd60_L4_c1_2_train.json,4,1,2,100,50,300.8212,1402,7433.21,276,4423.68
normal_mu300_sd75_L4_c1_2_train.json,4,1,2,100,50,297.2156,1354,8588.96,263,5617.73
normal_mu300_sd90_L4_c1_2_train.json,4,1,2,100,50,300.484,1344,9729.19,260,6696.66
normal_mu50_sd10_L4_c1_2_train.json,4,1,2,100,50,49.964,233,1240.15,45,775.09
normal_mu50_sd12_L4_c1_2_train.json,4,1,2,100,50,49.7356,226,1394.95,45,901.94
normal_mu50_sd15_L4_c1_2_train.json,4,1,2,100,50,49.9808,223,1608.92,43,1144.56
normal_mu50_sd5_L4_c1_2_train.json,4,1,2,100,50,50.1046,241,881.45,48,402.23
normal_mu50_sd8_L4_c1_2_train.json,4,1,2,100,50,50.0906,236,1088.67,47,594.55
normal_mu80_sd12_L4_c1_2_train.json,4,1,2,100,50,80.0208,380,1686.16,74,921.79
normal_mu80_sd16_L4_c1_2_train.json,4,1,2,100,50,80.0896,374,2001.42,73,1206.14
normal_mu80_sd20_L4_c1_2_train.json,4,1,2,100,50,80.169,364,2342.71,71,1520.98
normal_mu80_sd24_L4_c1_2_train.json,4,1,2,100,50,79.8668,357,2603.42,69,1798.71
normal_mu80_sd8_L4_c1_2_train.json,4,1,2,100,50,79.9696,385,1416.58,76,634.53
pareto_a1p3_xm100_L4_c1_2_train.json,4,1,2,100,50,409.575,1747,47749.14,164,27114.44
pareto_a1p3_xm10_L4_c1_2_train.json,4,1,2,100,50,44.3772,81,3234.24,16,3051.33
pareto_a1p3_xm1_L4_c1_2_train.json,4,1,2,100,50,4.0894,8,297.48,2,304.93
pareto_a1p3_xm20_L4_c1_2_train.json,4,1,2,100,50,83.7236,160,5992.97,32,5620.18
pareto_a1p3_xm50_L4_c1_2_train.json,4,1,2,100,50,179.0492,595,13718.33,81,10964.47
pareto_a1p3_xm5_L4_c1_2_train.json,4,1,2,100,50,329.9082,1349,94279.91,8,32300.51
pareto_a1p5_xm100_L4_c1_2_train.json,4,1,2,100,50,283.3212,1116,20519.32,155,14980.95
pareto_a1p5_xm10_L4_c1_2_train.json,4,1,2,100,50,29.6064,75,1819.16,15,1639.57
pareto_a1p5_xm1_L4_c1_2_train.json,4,1,2,100,50,2.876,7,183.53,1,187.6
pareto_a1p5_xm20_L4_c1_2_train.json,4,1,2,100,50,55.211,153,3217.11,30,2868.56
pareto_a1p5_xm50_L4_c1_2_train.json,4,1,2,100,50,152.6648,463,9988.63,77,8663.67
pareto_a1p5_xm5_L4_c1_2_train.json,4,1,2,100,50,14.388,38,866.9,8,784.88
pareto_a2_xm100_L4_c1_2_train.json,4,1,2,100,50,196.8228,684,8943.19,135,7472.14
pareto_a2_xm10_L4_c1_2_train.json,4,1,2,100,50,19.7524,67,898.83,14,749.67
pareto_a2_xm1_L4_c1_2_train.json,4,1,2,100,50,1.9644,6,101.43,1,96.44
pareto_a2_xm20_L4_c1_2_train.json,4,1,2,100,50,40.0564,134,1864.83,27,1552.02
pareto_a2_xm50_L4_c1_2_train.json,4,1,2,100,50,100.127,338,4651.58,68,3905.46
pareto_a2_xm5_L4_c1_2_train.json,4,1,2,100,50,9.6612,34,431.38,7,357.67
pareto_a3_xm100_L4_c1_2_train.json,4,1,2,100,50,150.3344,614,4883.76,123,3535.71
pareto_a3_xm10_L4_c1_2_train.json,4,1,2,100,50,14.882,61,479.68,12,349.94
pareto_a3_xm1_L4_c1_2_train.json,4,1,2,100,50,1.442,5,54.2,1,44.2
pareto_a3_xm20_L4_c1_2_train.json,4,1,2,100,50,30.1042,122,987.15,24,731.09
pareto_a3_xm50_L4_c1_2_train.json,4,1,2,100,50,75.688,306,2504.29,61,1873.77
pareto_a3_xm5_L4_c1_2_train.json,4,1,2,100,50,7.4596,31,245.65,6,176.88
pareto_a4_xm100_L4_c1_2_train.json,4,1,2,100,50,133.1804,581,3496.72,116,2286.42
pareto_a4_xm10_L4_c1_2_train.json,4,1,2,100,50,13.32,58,351.78,12,245.44
pareto_a4_xm1_L4_c1_2_train.json,4,1,2,100,50,1.2298,5,32.98,1,22.98
pareto_a4_xm20_L4_c1_2_train.json,4,1,2,100,50,26.6556,117,693.51,23,456.73
pareto_a4_xm50_L4_c1_2_train.json,4,1,2,100,50,66.122,289,1715.61,58,1101.29
pareto_a4_xm5_L4_c1_2_train.json,4,1,2,100,50,6.6404,29,181.02,6,129.35
pareto_a6_xm100_L4_c1_2_train.json,4,1,2,100,50,119.8852,553,2446.56,110,1307.33
pareto_a6_xm10_L4_c1_2_train.json,4,1,2,100,50,12.0034,55,252.31,11,137.69
pareto_a6_xm1_L4_c1_2_train.json,4,1,2,100,50,1.0936,5,19.36,1,9.36
pareto_a6_xm20_L4_c1_2_train.json,4,1,2,100,50,23.9356,110,487.7,22,257.86
pareto_a6_xm50_L4_c1_2_train.json,4,1,2,100,50,59.7714,276,1214.5,55,643.1
pareto_a6_xm5_L4_c1_2_train.json,4,1,2,100,50,5.9526,27,129.92,5,95.26
tri_a0_c100_b120_L4_c1_2_train.json,4,1,2,100,50,73.8018,327,2760.02,62,2069.39
tri_a0_c100_b250_L4_c1_2_train.json,4,1,2,100,50,116.6018,485,5013.02,93,3859.28
tri_a0_c100_b500_L4_c1_2_train.json,4,1,2,100,50,197.697,780,9697.99,149,7795.62
tri_a0_c100_b800_L4_c1_2_train.json,4,1,2,100,50,302.5126,1212,15847.77,224,12978.62
tri_a0_c200_b250_L4_c1_2_train.json,4,1,2,100,50,149.8346,653,5700.01,125,4300.19
tri_a0_c200_b500_L4_c1_2_train.json,4,1,2,100,50,236.3098,993,10005.72,190,7655.39
tri_a0_c200_b800_L4_c1_2_train.json,4,1,2,100,50,331.985,1359,15846.98,254,12421.74
tri_a0_c20_b120_L4_c1_2_train.json,4,1,2,100,50,46.1832,178,2335.2,34,1944.64
tri_a0_c20_b250_L4_c1_2_train.json,4,1,2,100,50,90.459,329,4964.95,64,4126.1
tri_a0_c20_b500_L4_c1_2_train.json,4,1,2,100,50,169.7836,616,9831.17,119,8151.89
tri_a0_c20_b60_L4_c1_2_train.json,4,1,2,100,50,26.5926,109,1158.49,21,891.7
tri_a0_c20_b800_L4_c1_2_train.json,4,1,2,100,50,270.333,1051,16127.73,182,13570.28
tri_a0_c50_b120_L4_c1_2_train.json,4,1,2,100,50,56.6118,238,2415.18,45,1861.11
tri_a0_c50_b250_L4_c1_2_train.json,4,1,2,100,50,99.7482,388,4897.08,76,3841.06
tri_a0_c50_b500_L4_c1_2_train.json,4,1,2,100,50,183.062,674,9996.73,133,8154.03
tri_a0_c50_b60_L4_c1_2_train.json,4,1,2,100,50,36.432,160,1393.23,30,1064.86
tri_a0_c50_b800_L4_c1_2_train.json,4,1,2,100,50,289.7386,1148,16448.42,209,13515.82
tri_a10_c100_b120_L4_c1_2_train.json,4,1,2,100,50,76.7314,341,2674.29,66,1930.08
tri_a10_c100_b250_L4_c1_2_train.json,4,1,2,100,50,119.1252,495,4945.73,96,3775.0
tri_a10_c100_b500_L4_c1_2_train.json,4,1,2,100,50,200.3138,779,9698.63,150,7861.69
tri_a10_c100_b800_L4_c1_2_train.json,4,1,2,100,50,304.3544,1221,16010.85,221,13112.73
tri_a10_c200_b250_L4_c1_2_train.json,4,1,2,100,50,153.0756,674,5570.66,130,4139.9
tri_a10_c200_b500_L4_c1_2_train.json,4,1,2,100,50,237.1352,987,9783.96,190,7457.63
tri_a10_c200_b800_L4_c1_2_train.json,4,1,2,100,50,333.9058,1369,15567.84,256,12344.05
tri_a10_c20_b120_L4_c1_2_train.json,4,1,2,100,50,50.4122,199,2324.25,38,1863.13
tri_a10_c20_b250_L4_c1_2_train.json,4,1,2,100,50,93.5552,342,4983.68,68,4007.2
tri_a10_c20_b500_L4_c1_2_train.json,4,1,2,100,50,172.8804,628,9625.86,122,8150.05
tri_a10_c20_b60_L4_c1_2_train.json,4,1,2,100,50,30.1124,128,1087.91,25,809.1
tri_a10_c20_b800_L4_c1_2_train.json,4,1,2,100,50,280.5052,1102,16441.94,197,13554.35
tri_a10_c50_b120_L4_c1_2_train.json,4,1,2,100,50,60.2238,260,2269.1,50,1679.04
tri_a10_c50_b250_L4_c1_2_train.json,4,1,2,100,50,103.572,415,4780.53,79,3834.35
tri_a10_c50_b500_L4_c1_2_train.json,4,1,2,100,50,185.777,693,9825.73,136,8004.8
tri_a10_c50_b60_L4_c1_2_train.json,4,1,2,100,50,40.0636,181,1248.66,35,842.03
tri_a10_c50_b800_L4_c1_2_train.json,4,1,2,100,50,290.0238,1150,16153.85,206,13282.92
tri_a5_c100_b120_L4_c1_2_train.json,4,1,2,100,50,75.0338,326,2747.08,64,2026.95
tri_a5_c100_b250_L4_c1_2_train.json,4,1,2,100,50,118.354,499,4912.61,96,3720.4
tri_a5_c100_b500_L4_c1_2_train.json,4,1,2,100,50,200.4858,789,9648.71,153,7620.89
tri_a5_c100_b800_L4_c1_2_train.json,4,1,2,100,50,299.585,1197,15539.15,222,12547.99
tri_a5_c200_b250_L4_c1_2_train.json,4,1,2,100,50,151.0466,666,5743.97,127,4254.43
tri_a5_c200_b500_L4_c1_2_train.json,4,1,2,100,50,234.1772,993,9819.09,191,7375.6
tri_a5_c200_b800_L4_c1_2_train.json,4,1,2,100,50,334.9562,1374,15639.0,257,12454.66
tri_a5_c20_b120_L4_c1_2_train.json,4,1,2,100,50,48.725,191,2323.64,37,1889.84
tri_a5_c20_b250_L4_c1_2_train.json,4,1,2,100,50,91.7692,340,5023.14,66,4156.56
tri_a5_c20_b500_L4_c1_2_train.json,4,1,2,100,50,171.8566,617,10015.17,117,8455.92
tri_a5_c20_b60_L4_c1_2_train.json,4,1,2,100,50,28.0848,116,1132.59,23,857.26
tri_a5_c20_b800_L4_c1_2_train.json,4,1,2,100,50,273.0826,1065,16203.24,186,13723.12
tri_a5_c50_b120_L4_c1_2_train.json,4,1,2,100,50,58.617,247,2374.44,48,1764.65
tri_a5_c50_b250_L4_c1_2_train.json,4,1,2,100,50,101.629,406,4807.25,79,3780.23
tri_a5_c50_b500_L4_c1_2_train.json,4,1,2,100,50,185.5076,707,9916.54,134,8148.54
tri_a5_c50_b60_L4_c1_2_train.json,4,1,2,100,50,38.29,171,1312.59,33,954.36
tri_a5_c50_b800_L4_c1_2_train.json,4,1,2,100,50,283.0092,1115,16124.76,199,13169.13
weib_k0p8_lam100_L4_c1_2_train.json,4,1,2,100,50,115.5472,286,8904.47,54,8124.06
weib_k0p8_lam10_L4_c1_2_train.json,4,1,2,100,50,11.0092,26,856.87,5,794.85
weib_k0p8_lam200_L4_c1_2_train.json,4,1,2,100,50,224.655,823,19086.63,103,16014.96
weib_k0p8_lam30_L4_c1_2_train.json,4,1,2,100,50,35.0908,84,2702.5,17,2450.37
weib_k0p8_lam500_L4_c1_2_train.json,4,1,2,100,50,551.27,2456,52074.97,264,38938.65
weib_k0p8_lam60_L4_c1_2_train.json,4,1,2,100,50,67.6016,157,5234.82,31,4821.51
weib_k1p2_lam100_L4_c1_2_train.json,4,1,2,100,50,95.1628,318,5940.19,61,5183.13
weib_k1p2_lam10_L4_c1_2_train.json,4,1,2,100,50,9.2972,30,589.44,6,514.38
weib_k1p2_lam200_L4_c1_2_train.json,4,1,2,100,50,185.5576,627,11756.5,118,10069.65
weib_k1p2_lam30_L4_c1_2_train.json,4,1,2,100,50,28.2594,92,1783.59,18,1529.95
weib_k1p2_lam500_L4_c1_2_train.json,4,1,2,100,50,475.0836,2075,33231.78,298,25935.2
weib_k1p2_lam60_L4_c1_2_train.json,4,1,2,100,50,56.3428,182,3566.68,36,3090.98
weib_k1p8_lam100_L4_c1_2_train.json,4,1,2,100,50,87.9182,345,4355.71,66,3510.96
weib_k1p8_lam10_L4_c1_2_train.json,4,1,2,100,50,8.9754,35,445.98,7,371.82
weib_k1p8_lam200_L4_c1_2_train.json,4,1,2,100,50,179.0712,684,9083.94,130,7578.37
weib_k1p8_lam30_L4_c1_2_train.json,4,1,2,100,50,26.5822,104,1334.5,20,1050.83
weib_k1p8_lam500_L4_c1_2_train.json,4,1,2,100,50,448.6766,1943,22867.37,333,18272.89
weib_k1p8_lam60_L4_c1_2_train.json,4,1,2,100,50,53.466,208,2694.19,40,2156.41
weib_k2p5_lam100_L4_c1_2_train.json,4,1,2,100,50,89.0108,378,3653.33,72,2883.24
weib_k2p5_lam10_L4_c1_2_train.json,4,1,2,100,50,8.9566,37,374.05,7,286.86
weib_k2p5_lam200_L4_c1_2_train.json,4,1,2,100,50,178.3626,749,7411.08,145,5617.68
weib_k2p5_lam30_L4_c1_2_train.json,4,1,2,100,50,26.4976,111,1103.79,21,854.44
weib_k2p5_lam500_L4_c1_2_train.json,4,1,2,100,50,446.6548,1933,18800.3,357,14499.17
weib_k2p5_lam60_L4_c1_2_train.json,4,1,2,100,50,53.0652,221,2184.78,43,1689.46
weib_k3p5_lam100_L4_c1_2_train.json,4,1,2,100,50,89.8044,395,3112.56,77,2215.91
weib_k3p5_lam10_L4_c1_2_train.json,4,1,2,100,50,9.0502,40,305.2,8,221.91
weib_k3p5_lam200_L4_c1_2_train.json,4,1,2,100,50,179.4244,791,6159.12,154,4303.64
weib_k3p5_lam30_L4_c1_2_train.json,4,1,2,100,50,27.134,120,923.38,23,652.6
weib_k3p5_lam500_L4_c1_2_train.json,4,1,2,100,50,451.8156,1995,15306.58,383,11173.48
weib_k3p5_lam60_L4_c1_2_train.json,4,1,2,100,50,54.1016,241,1822.14,46,1287.73
weib_k5_lam100_L4_c1_2_train.json,4,1,2,100,50,90.7574,417,2546.99,81,1651.75
weib_k5_lam10_L4_c1_2_train.json,4,1,2,100,50,9.203,43,253.93,8,169.93
weib_k5_lam200_L4_c1_2_train.json,4,1,2,100,50,183.7264,847,5041.84,164,3257.66
weib_k5_lam30_L4_c1_2_train.json,4,1,2,100,50,27.4928,127,744.77,25,483.74
weib_k5_lam500_L4_c1_2_train.json,4,1,2,100,50,459.5974,2119,12626.2,409,8312.8
weib_k5_lam60_L4_c1_2_train.json,4,1,2,100,50,55.229,254,1520.86,49,990.91
zinb_pi0p1_r10_p0p1_L4_c1_2_train.json,4,1,2,100,50,81.7232,347,3763.24,64,3062.55
zinb_pi0p1_r10_p0p2_L4_c1_2_train.json,4,1,2,100,50,35.8346,148,1746.31,27,1427.65
zinb_pi0p1_r10_p0p3_L4_c1_2_train.json,4,1,2,100,50,20.8516,85,1024.18,16,843.65
zinb_pi0p1_r10_p0p4_L4_c1_2_train.json,4,1,2,100,50,13.4052,53,689.37,10,571.94
zinb_pi0p1_r10_p0p6_L4_c1_2_train.json,4,1,2,100,50,6.0642,24,329.53,4,281.19
zinb_pi0p1_r10_p0p8_L4_c1_2_train.json,4,1,2,100,50,2.2702,7,150.9,1,145.14
zinb_pi0p1_r20_p0p1_L4_c1_2_train.json,4,1,2,100,50,162.6806,728,6771.55,131,5395.81
zinb_pi0p1_r20_p0p2_L4_c1_2_train.json,4,1,2,100,50,72.7754,322,3130.82,60,2418.35
zinb_pi0p1_r20_p0p3_L4_c1_2_train.json,4,1,2,100,50,41.8436,184,1846.46,34,1466.98
zinb_pi0p1_r20_p0p4_L4_c1_2_train.json,4,1,2,100,50,27.2142,118,1215.01,22,951.62
zinb_pi0p1_r20_p0p6_L4_c1_2_train.json,4,1,2,100,50,12.0772,51,592.66,9,473.39
zinb_pi0p1_r20_p0p8_L4_c1_2_train.json,4,1,2,100,50,4.5266,17,250.41,3,208.66
zinb_pi0p1_r2_p0p1_L4_c1_2_train.json,4,1,2,100,50,16.548,54,1086.7,10,935.9
zinb_pi0p1_r2_p0p2_L4_c1_2_train.json,4,1,2,100,50,7.293,23,496.99,4,436.55
zinb_pi0p1_r2_p0p3_L4_c1_2_train.json,4,1,2,100,50,4.1934,12,305.84,2,278.68
zinb_pi0p1_r2_p0p4_L4_c1_2_train.json,4,1,2,100,50,2.7656,8,204.28,1,199.64
zinb_pi0p1_r2_p0p6_L4_c1_2_train.json,4,1,2,100,50,1.1868,3,99.16,0,118.68
zinb_pi0p1_r2_p0p8_L4_c1_2_train.json,4,1,2,100,50,0.4382,0,43.82,0,43.82
zinb_pi0p1_r40_p0p1_L4_c1_2_train.json,4,1,2,100,50,323.101,1449,12908.1,270,10244.29
zinb_pi0p1_r40_p0p2_L4_c1_2_train.json,4,1,2,100,50,144.0996,657,5819.96,120,4542.31
zinb_pi0p1_r40_p0p3_L4_c1_2_train.json,4,1,2,100,50,83.2912,374,3428.38,69,2736.32
zinb_pi0p1_r40_p0p4_L4_c1_2_train.json,4,1,2,100,50,53.9102,244,2243.12,44,1743.39
zinb_pi0p1_r40_p0p6_L4_c1_2_train.json,4,1,2,100,50,24.0908,105,1045.48,19,843.35
zinb_pi0p1_r40_p0p8_L4_c1_2_train.json,4,1,2,100,50,8.9184,38,443.36,7,357.15
zinb_pi0p1_r5_p0p1_L4_c1_2_train.json,4,1,2,100,50,40.4528,158,2174.56,29,1750.85
zinb_pi0p1_r5_p0p2_L4_c1_2_train.json,4,1,2,100,50,18.0008,69,989.63,13,811.55
zinb_pi0p1_r5_p0p3_L4_c1_2_train.json,4,1,2,100,50,10.5668,39,589.4,8,491.95
zinb_pi0p1_r5_p0p4_L4_c1_2_train.json,4,1,2,100,50,6.754,25,396.74,4,351.64
zinb_pi0p1_r5_p0p6_L4_c1_2_train.json,4,1,2,100,50,3.0416,10,200.63,2,169.79
zinb_pi0p1_r5_p0p8_L4_c1_2_train.json,4,1,2,100,50,1.0888,3,87.31,0,108.88
zinb_pi0p3_r10_p0p1_L4_c1_2_train.json,4,1,2,100,50,63.4546,222,4308.5,41,3858.75
zinb_pi0p3_r10_p0p2_L4_c1_2_train.json,4,1,2,100,50,28.3768,101,1886.14,19,1681.15
zinb_pi0p3_r10_p0p3_L4_c1_2_train.json,4,1,2,100,50,16.4238,58,1133.27,10,1005.43
zinb_pi0p3_r10_p0p4_L4_c1_2_train.json,4,1,2,100,50,10.5694,36,736.46,7,653.37
zinb_pi0p3_r10_p0p6_L4_c1_2_train.json,4,1,2,100,50,4.5832,14,333.36,3,308.56
zinb_pi0p3_r10_p0p8_L4_c1_2_train.json,4,1,2,100,50,1.7766,5,142.59,1,128.59
zinb_pi0p3_r20_p0p1_L4_c1_2_train.json,4,1,2,100,50,124.0308,456,8333.88,83,7405.03
zinb_pi0p3_r20_p0p2_L4_c1_2_train.json,4,1,2,100,50,54.877,195,3744.09,36,3274.42
zinb_pi0p3_r20_p0p3_L4_c1_2_train.json,4,1,2,100,50,32.3958,116,2164.96,22,1895.68
zinb_pi0p3_r20_p0p4_L4_c1_2_train.json,4,1,2,100,50,21.3684,78,1384.4,14,1235.39
zinb_pi0p3_r20_p0p6_L4_c1_2_train.json,4,1,2,100,50,9.2912,32,646.92,6,564.89
zinb_pi0p3_r20_p0p8_L4_c1_2_train.json,4,1,2,100,50,3.4656,11,252.02,2,223.73
zinb_pi0p3_r2_p0p1_L4_c1_2_train.json,4,1,2,100,50,12.243,32,988.09,6,902.94
zinb_pi0p3_r2_p0p2_L4_c1_2_train.json,4,1,2,100,50,5.6668,13,470.59,3,438.86
zinb_pi0p3_r2_p0p3_L4_c1_2_train.json,4,1,2,100,50,3.2052,8,268.76,1,259.0
zinb_pi0p3_r2_p0p4_L4_c1_2_train.json,4,1,2,100,50,2.094,5,179.59,1,167.27
zinb_pi0p3_r2_p0p6_L4_c1_2_train.json,4,1,2,100,50,0.9654,2,88.28,0,96.54
zinb_pi0p3_r2_p0p8_L4_c1_2_train.json,4,1,2,100,50,0.343,0,34.3,0,34.3
zinb_pi0p3_r40_p0p1_L4_c1_2_train.json,4,1,2,100,50,247.7004,940,16170.3,169,14239.0
zinb_pi0p3_r40_p0p2_L4_c1_2_train.json,4,1,2,100,50,113.4944,438,7279.22,79,6285.83
